0,0.051574,0
1,0.037404,0.04805
2,0.028848,0.10159
3,0.023378,0.15298
4,0.019726,0.19739
5,0.014583,0.24303
6,0.011233,0.28659
7,0.0088909,0.3286
8,0.0072802,0.36731
9,0.0059266,0.40183
10,0.0049541,0.43356
11,0.0042923,0.46395
12,0.0036398,0.49266
13,0.0032497,0.5202
14,0.0028254,0.54472
15,0.0024543,0.56781
16,0.0022017,0.58936
17,0.0020337,0.60806
18,0.0017916,0.62693
19,0.0016517,0.64572
20,0.0015927,0.66216
21,0.0014349,0.67777
22,0.0012881,0.69175
23,0.0011777,0.70548
24,0.0010461,0.71833
25,0.00099146,0.72918
26,0.00098218,0.74145
27,0.0010307,0.75216
28,0.00089158,0.76069
29,0.00080815,0.76897
30,0.00080426,0.77733
31,0.00072425,0.78572
32,0.00069933,0.7938
33,0.00069767,0.80172
34,0.00060853,0.80928
35,0.00053116,0.81563
36,0.00046395,0.82238
37,0.00048593,0.82889
38,0.00046338,0.83554
39,0.00041791,0.84174
40,0.00041579,0.84604
41,0.00041393,0.85108
42,0.00035703,0.85499
43,0.00031013,0.8603
44,0.00031815,0.86411
45,0.00027059,0.8677
46,0.00023437,0.87165
47,0.00023171,0.87573
48,0.00021844,0.87857
49,0.0002064,0.88137
50,0.00018349,0.88376
51,0.00015985,0.88749
52,0.00015944,0.88906
53,0.00013697,0.89195
54,0.00020392,0.89505
55,0.00017066,0.8971
56,0.00017063,0.89897
57,0.00018173,0.90159
58,0.000181,0.90483
59,0.0002025,0.9067
60,0.00021278,0.90774
61,0.00022268,0.90979
62,0.00022122,0.91166
63,0.00016381,0.91276
64,0.00018429,0.91391
65,0.00018277,0.91444
66,0.00014779,0.91614
67,0.00013563,0.91657
68,0.00011224,0.91758
69,0.00011155,0.91851
70,0.0001332,0.91866
71,0.00015533,0.92028
72,0.00014438,0.92095
73,0.00013319,0.92217
74,0.00014435,0.92342
75,0.00014489,0.92335
76,0.00014494,0.92393
77,0.00015659,0.92394
78,0.00015689,0.9257
79,0.00011252,0.92713
80,7.9393e-05,0.92757
81,9.0719e-05,0.92797
82,7.9955e-05,0.92757
83,5.7842e-05,0.92853
84,6.833e-05,0.92916
85,9.0307e-05,0.93048
86,0.00010056,0.93195
87,0.00011107,0.93162
88,0.00013294,0.93159
89,0.00013196,0.93132
90,0.00013098,0.93206
91,0.00014136,0.93219
92,0.00012962,0.93095
93,0.00011827,0.93107
94,9.5487e-05,0.93018
95,8.4344e-05,0.92975
96,6.228e-05,0.92992
97,4.9507e-05,0.92975
98,2.6965e-05,0.93005
99,4.067e-05,0.93102
100,1.011e-05,0.93471
