0,0.049588,0
1,0.033235,9.7612e-05
2,0.02516,0.0045853
3,0.018348,0.014032
4,0.016637,0.028556
5,0.012282,0.033597
6,0.0083261,0.044217
7,0.0078728,0.060401
8,0.0075341,0.062048
9,0.00729,0.072491
10,0.0071633,0.078398
11,0.0082261,0.079769
12,0.0081809,0.082124
13,0.0059647,0.081069
14,0.0048615,0.085533
15,0.0048953,0.086654
16,0.0049058,0.081072
17,0.00267,0.088873
18,0.0026324,0.086737
19,0.0025953,0.094678
20,0.0014228,0.09146
21,0.001374,0.086145
22,0.002437,0.088572
23,0.0023887,0.085383
24,0.00234,0.092242
25,0.0011917,0.095792
26,0.0011663,0.091576
27,0.0011526,0.096247
28,0.0022496,0.093139
29,0.0022472,0.10121
30,0.0022444,0.10463
31,0.0011299,0.11144
32,0.0011269,0.1183
33,0.0022352,0.10946
34,0.0022331,0.1073
35,0.0022316,0.11174
36,0.0022308,0.11169
37,0.0011196,0.1093
38,0.0011326,0.10582
39,0.0011458,0.10469
40,0.0011717,0.095743
41,0.0011976,0.092349
42,0.0001124,0.094659
43,0.00015055,0.091326
44,0.00018817,0.096883
45,0.00022527,0.092462
46,0.0013729,0.092483
47,0.0013843,0.09465
48,0.0013955,0.097913
49,0.0013818,0.09893
50,0.001368,0.097637
51,0.0013541,0.092975
52,0.0024264,0.092807
53,0.003499,0.084896
54,0.0034607,0.085824
55,0.0023115,0.08578
56,0.0022862,0.08143
57,0.0022612,0.089308
58,0.0022488,0.086062
59,0.0033477,0.090743
60,0.0033358,0.095339
61,0.0022255,0.10332
62,0.0011153,0.10456
63,0.0011163,0.10583
64,0.0011175,0.10592
65,0.0011184,0.1159
66,0.0011191,0.11588
67,0.0011195,0.12154
68,8.4617e-06,0.11813
69,8.3069e-06,0.11813
70,7.8805e-06,0.11137
71,7.1814e-06,0.11695
72,6.2099e-06,0.11809
73,4.9659e-06,0.11706
74,3.861e-06,0.1104
75,2.8951e-06,0.10594
76,2.0681e-06,0.10807
77,1.5172e-06,0.11362
78,1.2424e-06,0.11142
79,1.2435e-06,0.10931
80,1.5206e-06,0.11486
81,2.0738e-06,0.11266
82,2.903e-06,0.1204
83,3.8712e-06,0.12151
84,4.9796e-06,0.11486
85,6.2299e-06,0.11156
86,7.3503e-06,0.10831
87,2.069e-05,0.1072
88,0.001145,0.11153
89,0.0011582,0.098246
90,0.0011714,0.10163
91,0.0011847,0.10062
92,0.001198,0.099683
93,0.0012147,0.10433
94,0.0012157,0.11128
95,0.0012172,0.11375
96,0.0012046,0.11726
97,8.5092e-05,0.12557
98,6.8608e-05,0.12219
99,1.8163e-05,0.13381
100,1e-05,0.1097
