0,0.06268,0
1,0.050398,0.0036471
2,0.03326,0.0087065
3,0.028535,0.011136
4,0.0246,0.018227
5,0.018829,0.018594
6,0.015006,0.024576
7,0.010241,0.02717
8,0.010004,0.029769
9,0.0086709,0.035623
10,0.0073703,0.041488
11,0.0050248,0.045029
12,0.0038552,0.049694
13,0.002688,0.050997
14,0.002659,0.055619
15,0.0015205,0.052363
16,0.0015189,0.054611
17,0.001493,0.057965
18,0.002603,0.055785
19,0.0026018,0.060205
20,0.0026127,0.055783
21,0.0026237,0.051282
22,0.0025973,0.046791
23,0.0014346,0.045632
24,0.0013824,0.044508
25,0.0013297,0.042286
26,0.0012896,0.038867
27,0.00013855,0.035425
28,9.8806e-05,0.026479
29,5.9262e-05,0.028598
30,1.9772e-05,0.028485
31,5.4317e-06,0.029436
32,3.8873e-06,0.027054
33,1.5131e-05,0.026894
34,2.6803e-05,0.026721
35,3.8617e-05,0.025548
36,5.0563e-05,0.02662
37,6.2634e-05,0.025407
38,7.4824e-05,0.020882
39,8.7137e-05,0.023047
40,9.9442e-05,0.023027
41,0.00012422,0.02298
42,0.00012445,0.024009
43,0.00012482,0.022876
44,0.00012534,0.022819
45,0.00012602,0.020502
46,0.00012685,0.021593
47,0.00012784,0.022637
48,0.00012898,0.01815
49,0.00013039,0.016997
50,0.00010698,0.015905
51,9.5775e-05,0.015987
52,8.4418e-05,0.013749
53,7.2907e-05,0.014844
54,6.1234e-05,0.014841
55,4.9405e-05,0.015886
56,3.742e-05,0.018128
57,3.7631e-05,0.018147
58,3.7285e-05,0.018155
59,4.9143e-05,0.022558
60,6.0865e-05,0.023578
61,7.2455e-05,0.024635
62,8.392e-05,0.022333
63,9.5265e-05,0.024488
64,0.00010649,0.023321
65,0.00011759,0.023205
66,0.00010389,0.021941
67,9.0471e-05,0.0218
68,7.7209e-05,0.020523
69,6.41e-05,0.018173
70,5.114e-05,0.016984
71,3.8322e-05,0.018043
72,2.5641e-05,0.014672
73,1.3092e-05,0.013512
74,6.7231e-07,0.01349
75,7.2175e-07,0.014628
76,0.0011119,0.013546
77,0.0011119,0.011388
78,0.0011119,0.010305
79,0.0011118,0.012492
80,0.0011118,0.011345
81,0.0011117,0.011281
82,0.0011116,0.015695
83,0.0011115,0.01233
84,0.0011115,0.01116
85,2.7244e-07,0.011088
86,2.2055e-07,0.011014
87,1.9472e-07,0.014298
88,1.9342e-07,0.014261
89,2.1866e-07,0.01646
90,2.7252e-07,0.016464
91,3.5601e-07,0.013124
92,4.4261e-07,0.01312
93,5.4835e-07,0.014209
94,6.6215e-07,0.014234
95,7.6875e-07,0.01315
96,7.3893e-07,0.010956
97,8.2145e-07,0.0067167
98,8.322e-07,0.0070174
99,7.481e-07,0.0077709
100,0,0.01111
